municipality,employees,estatutarios,temporarios,tx_coleta_lixo,tx_limpeza,mort_less1yr,mort_total
261090,1474,783,421,1,1,9,580
261100,1715,945,567,1,1,10,186
261110,6627,3630,2478,1,1,108,1600
261120,493,408,32,1,0,1,106
261130,906,570,5,1,0,4,155
261140,793,253,407,1,1,1,74
261150,835,709,0,1,1,3,141
261153,309,241,19,1,0,1,33
261160,23400,19065,2818,0,1,248,11370
261170,893,380,373,1,1,4,163
261180,1536,984,334,1,1,8,284
261190,983,616,275,1,1,3,139
261200,649,337,249,0,0,3,73
261210,422,200,126,0,0,2,23
261220,1507,1067,222,1,1,19,337
261230,978,284,585,0,0,2,117
261240,920,624,262,1,1,5,155
261245,790,464,2,0,1,7,83
261247,535,432,61,1,1,1,80
261250,1934,867,930,0,1,27,538
261255,555,269,108,0,0,5,73
261260,1532,1342,148,0,0,14,192
261270,450,242,7,1,1,1,93
261280,493,306,132,1,1,3,65
261290,703,463,79,1,1,2,74
261300,1936,1139,703,1,1,16,390
261310,1604,815,0,1,1,11,316
261320,1115,369,680,1,1,2,129
261330,1081,499,0,1,1,2,153
261340,923,418,361,1,1,3,130
261350,1580,1030,446,1,1,6,192
261360,1148,531,359,1,1,5,274
261370,2834,899,0,1,1,17,639
261380,730,479,155,1,1,1,113
261390,2774,1811,731,1,1,28,585
261400,993,484,404,0,0,4,88
261410,1308,875,220,1,0,11,258
261420,1364,775,457,1,0,9,204
261430,608,563,0,0,0,2,40
261440,343,287,32,0,1,1,26
261450,1947,1112,516,1,1,11,452
261460,883,542,284,1,1,5,183
261470,514,408,0,0,0,2,93
261480,1089,578,429,1,1,6,105
261485,1032,345,480,0,0,7,100
261500,934,484,324,1,1,6,174
261510,453,189,117,0,0,3,42
261520,430,354,44,0,0,4,62
261530,1923,1048,0,1,1,10,426
261540,1198,348,731,1,1,10,241
261550,679,356,195,1,1,0,71
261560,1456,776,608,0,0,6,223
261570,455,403,0,1,1,2,143
261580,1076,535,411,1,0,6,129
261590,447,239,164,1,1,3,77
261600,713,473,139,0,0,4,129
261610,572,328,199,1,1,2,56
261618,506,347,98,0,1,0,52
261620,548,343,141,1,1,4,165
261630,1356,878,372,1,1,2,170
261640,3731,1734,1343,1,1,26,1036
261650,944,476,420,1,0,3,110
270010,1019,757,175,1,1,4,126
270020,1188,0,290,0,0,5,120
270030,7824,5079,2224,0,0,53,1512
270040,2250,1544,631,1,0,10,226
270050,825,665,80,1,0,5,87
270060,606,184,176,1,1,2,33
270070,902,620,105,1,1,4,139
270080,533,452,35,1,0,0,30
270090,509,239,190,1,0,4,32
270100,1315,1018,164,0,0,5,146
270110,731,451,246,0,0,5,61
270120,558,275,218,1,1,2,67
270130,1217,760,392,1,1,4,120
270135,445,297,80,0,0,2,36
270140,2106,1071,934,0,0,7,167
270150,651,527,89,0,0,3,56
270160,1327,562,693,0,0,8,114
270170,1165,737,322,0,0,0,95
270180,527,388,75,0,0,3,46
270190,428,282,94,0,0,3,34
270200,656,447,155,0,0,1,63
270210,1133,624,445,1,1,3,113
270220,327,217,36,1,1,0,36
270230,3316,1406,1303,0,0,19,329
270235,1414,685,660,0,0,9,119
270240,2375,1260,704,0,0,15,280
270250,740,464,191,0,0,3,61
270255,697,435,162,1,0,5,115
270260,1710,937,700,0,0,5,124
270270,493,258,31,0,0,3,24
270280,663,539,32,0,0,5,81
270290,2103,1016,947,1,1,8,190
270300,726,617,65,0,0,3,104
270310,1199,948,135,0,1,3,184
270320,1050,788,77,0,0,8,148
270330,1061,394,568,0,0,7,118
270340,472,235,201,1,1,2,29
270350,501,383,60,0,0,0,36
270360,593,308,216,0,0,4,46
270370,383,274,81,0,0,1,22
270375,821,478,132,1,0,1,47
270380,1257,452,683,0,0,5,119
270390,406,251,114,0,0,0,30
270400,1535,845,676,0,0,9,130
270410,1126,680,212,0,0,3,107
270420,1582,1065,0,0,0,5,135
270430,13907,12577,0,1,1,227,6207
270440,1193,578,539,0,0,3,128
270450,1621,854,592,1,1,3,130
270460,586,311,235,0,0,2,70
270470,2348,1651,464,1,0,13,296
270480,653,612,16,0,0,2,116
270490,376,259,51,1,1,0,17
270500,975,602,336,0,0,4,96
270510,1596,926,537,0,1,4,160
270520,747,639,70,0,0,4,75
270530,677,563,29,0,0,3,28
270540,528,403,104,0,0,2,40
270550,1407,716,673,0,0,7,163
270560,773,525,187,1,0,0,68
270570,1113,811,192,0,0,2,126
270580,592,452,111,0,0,2,48
270590,426,264,89,0,0,2,39
270600,805,449,192,0,0,3,67
270610,522,310,200,0,1,4,76
270620,605,326,223,0,1,5,38
270630,2762,1733,914,1,1,15,647
270640,861,675,56,0,0,4,133
270642,504,320,67,0,0,4,75
270644,723,206,402,0,0,4,66
270650,1073,717,337,1,0,1,90
270660,575,421,85,0,0,0,56
270670,2500,1624,674,1,1,6,405
270680,805,569,182,1,1,4,103
270690,2110,1654,118,0,0,9,230
270700,237,204,0,0,0,0,25
270710,1864,863,921,0,0,8,131
270720,738,556,90,0,0,4,59
270730,1346,508,731,0,0,7,186
270740,665,427,170,1,0,4,50
270750,794,646,109,0,0,5,91
270760,539,460,0,1,1,5,81
270770,2063,5,52,0,0,20,457
270780,710,173,493,0,0,2,37
270790,464,312,128,0,0,1,39
270800,2166,1371,667,1,1,13,283
270810,746,512,195,0,0,4,82
270820,352,262,70,0,0,2,25
270830,888,658,165,0,0,7,158
270840,1755,1420,180,0,0,7,182
270850,954,606,259,0,0,6,188
270860,2075,1668,262,1,1,16,339
270870,521,423,72,0,0,2,29
270880,1924,1016,812,0,0,11,212
270890,878,550,305,0,0,2,82
270895,880,562,131,0,0,3,66
270900,466,332,103,0,0,1,35
270910,1090,728,309,0,0,5,139
270915,2405,873,1494,0,0,11,230
270920,1541,765,658,0,0,5,135
270930,2254,1702,482,1,0,12,450
270940,1614,1157,372,0,0,7,132
280010,223,164,29,0,0,0,12
280020,1007,701,165,0,0,5,140
280030,11027,7273,1047,0,0,153,3569
280040,674,355,178,0,0,1,66
280050,691,541,2,0,0,6,119
280060,1365,520,439,0,0,5,183
280067,850,535,109,0,0,4,174
280070,422,118,239,0,0,3,46
280100,731,416,59,1,0,5,147
280110,321,220,24,0,0,0,26
280120,1674,1251,204,0,0,12,147
280130,1088,759,249,0,0,5,212
280140,1013,881,70,0,0,1,150
280150,1235,898,32,0,0,4,80
280160,338,203,46,0,0,3,66
280170,1131,466,219,0,0,5,101
280190,255,159,52,0,0,0,20
280200,483,310,99,0,0,2,28
280210,2416,1360,238,1,0,12,430
280220,348,260,26,0,0,1,42
280230,599,439,25,0,0,5,95
280240,555,408,43,0,0,2,49
280250,350,226,43,0,0,0,15
280260,401,288,35,0,0,0,29
280270,489,328,114,0,0,0,45
280280,865,627,139,0,0,2,90
280290,2735,1772,740,0,0,23,662
280300,1270,1071,91,1,1,17,243
280310,242,203,25,0,0,1,39
280320,1500,797,463,0,0,7,203
280330,938,701,175,0,0,7,110
280340,577,307,74,0,0,3,88
280350,3644,2344,843,0,0,27,643
280360,1558,1277,80,0,0,10,172
280370,258,163,0,0,0,2,46
280380,374,313,37,0,0,3,21
280390,550,386,80,0,0,2,84
280400,1050,658,265,0,0,4,129
280410,400,191,149,0,0,1,75
280420,435,380,26,0,0,3,74
280430,390,262,46,0,0,0,52
280440,792,611,99,0,1,3,128
280445,346,266,3,1,0,1,52
280450,1203,899,192,0,0,6,172
280460,926,786,0,0,0,6,182
280470,258,236,0,0,0,0,36
280480,3789,2417,329,0,0,46,935
280490,508,305,29,0,0,2,67
280500,202,141,28,0,0,0,20
280510,388,230,120,0,0,4,68
280520,407,261,22,0,0,3,38
280530,521,273,0,0,0,2,47
280540,864,841,0,0,0,6,159
280550,907,623,154,0,0,2,163
280560,1181,1034,96,0,0,4,152
280570,841,640,150,0,0,8,199
280580,945,589,280,0,0,3,117
280590,485,268,56,0,0,2,58
280600,730,548,55,0,0,4,126
280610,788,515,18,0,0,1,54
280620,1156,747,275,0,0,3,109
280630,837,513,148,0,0,5,81
280640,402,240,82,0,0,1,46
280650,451,306,7,1,0,1,19
280660,495,292,0,0,0,3,76
280670,1513,1166,89,1,0,31,474
280680,461,265,76,0,0,3,66
280690,304,172,38,0,0,1,33
280700,336,209,21,0,0,0,26
280710,1055,687,109,0,0,10,310
280720,433,315,0,0,0,5,51
280730,228,166,36,0,0,2,15
280740,1271,1138,39,1,1,6,367
280750,632,449,0,0,0,0,84
280760,1182,632,421,0,0,4,158
290010,535,253,222,0,0,1,50
290020,963,576,277,1,1,6,99
290030,552,423,80,0,0,4,122
290035,605,447,134,0,0,3,82
290040,725,659,34,0,0,2,80
290050,414,202,181,0,0,2,60
290060,392,274,83,0,0,2,26
290070,2690,1874,374,0,0,37,999
290080,1128,701,345,0,0,4,110
290090,360,239,0,0,0,0,56
290100,1350,676,546,1,0,4,259
290110,959,751,71,1,1,4,170
290115,809,461,285,0,0,5,84
290120,1346,0,601,0,0,5,146
290130,977,625,297,0,0,2,73
290135,702,450,59,0,0,3,92
290140,857,795,5,0,0,4,91
290150,665,424,0,0,0,2,59
290160,565,413,27,0,0,1,74
290170,653,420,141,0,0,1,71
290180,740,409,295,0,0,2,55
290190,818,691,69,0,0,3,108
290195,405,312,7,0,0,1,47
290200,1085,363,594,0,0,1,86
290205,1176,211,876,0,0,3,65
290210,2201,1893,100,0,0,17,279
290220,637,254,219,0,0,3,48
290225,678,236,210,0,0,1,60
290230,411,280,106,1,1,1,56
290240,797,426,338,0,0,2,74
290250,568,371,94,0,0,4,46
290260,707,561,82,0,1,2,132
290265,578,464,80,0,0,1,60
290270,1517,1452,28,0,0,17,259
290280,995,581,372,0,0,6,129
290290,1145,620,254,0,0,6,187
290300,602,300,209,0,0,2,95
290310,474,251,91,0,0,1,44
290320,4578,2733,1550,1,0,46,754
290323,653,533,40,0,1,2,80
290327,834,458,199,0,0,2,78
290330,428,340,0,0,0,2,63
290340,1257,697,517,0,1,5,162
290350,618,400,140,0,0,9,129
290360,977,739,66,0,0,4,109
290370,727,591,134,0,0,3,115
290380,930,657,53,0,0,2,96
290390,2571,2048,471,0,0,15,364
290395,451,352,43,0,0,2,46
290400,522,336,121,0,0,1,87
290405,1037,492,517,0,0,4,61
290410,981,659,225,0,0,3,124
290420,887,278,562,0,0,0,63
290430,865,435,379,0,0,5,85
290440,540,462,24,1,0,3,43
290450,435,314,63,0,0,0,89
290460,2234,1202,657,0,0,17,408
290470,860,0,166,0,0,7,163
290475,1024,865,81,0,0,2,85
290480,856,441,400,0,0,2,44
290485,868,581,150,0,0,4,108
290490,1293,581,311,0,0,5,245
290500,762,561,53,0,0,2,123
290510,632,434,50,0,0,4,58
290515,673,167,471,0,0,2,50
290520,2398,1058,1086,0,0,8,283
290530,764,492,214,0,0,3,107
290540,1129,447,463,0,0,4,58
290550,761,493,90,0,0,5,69
290560,1034,943,38,0,1,3,183
290570,7584,5771,816,1,0,80,1318
290580,943,846,35,0,0,8,167
290590,1136,598,46,0,0,5,123
290600,2074,1651,201,1,1,17,394
290610,616,584,18,1,0,0,18
290620,1107,936,137,0,0,5,162
290630,1438,802,480,1,0,4,205
290640,404,346,15,0,0,1,54
290650,4488,2120,421,0,0,19,495
290660,379,194,172,0,0,0,60
290670,1106,835,211,0,0,8,175
290680,1920,1113,730,0,0,12,209
290682,894,187,326,0,0,5,81
290685,666,509,88,0,0,0,60
290687,1111,1006,49,0,0,7,172
290689,756,127,621,0,0,0,49
290690,1298,908,300,1,1,4,111
290700,382,232,60,0,0,4,43
290710,959,821,72,0,0,12,152
290720,3142,1888,1099,0,1,21,376
290730,1236,625,24,0,0,1,190
290740,365,214,131,0,0,1,17
290750,1672,933,556,0,0,12,333
290755,646,202,420,0,0,2,37
290760,917,757,0,0,0,10,93
290770,583,329,207,0,0,3,67
290780,1385,953,90,0,0,4,203
290790,844,562,139,0,0,3,93
290800,980,886,35,0,0,7,203
290810,1150,1010,83,0,0,0,59
290820,876,530,270,0,0,5,121
290830,784,268,364,0,0,2,107
290840,1870,1439,164,0,0,11,364
290850,1129,634,291,0,0,7,217
290860,1122,965,108,0,0,7,116
290870,878,699,154,0,0,1,132
290880,293,210,0,0,0,0,22
290890,780,739,0,0,0,0,132
290900,524,400,99,0,0,2,52
290910,642,542,50,0,0,0,68
290920,959,662,281,0,0,4,87
290930,1941,1653,164,0,1,10,104
290940,779,594,147,0,0,3,84
290950,425,333,32,0,0,0,28
290960,969,807,78,0,0,3,112
290970,543,411,77,0,0,3,69
290980,2164,1396,590,0,0,11,384
290990,1930,1074,725,0,0,8,156
291000,768,575,150,0,0,4,67
291005,2546,940,1094,1,1,13,363
291010,714,272,403,0,0,1,72
291020,285,163,82,0,0,0,31
291030,485,279,143,0,0,3,68
291040,1244,834,336,0,0,15,133
291050,1703,1208,311,0,0,14,231
291060,1803,1231,507,0,0,11,194
291070,1653,1450,50,1,1,4,349
291072,4317,2171,1481,0,0,30,655
291075,885,598,162,0,0,1,100
291077,378,230,104,0,0,0,19
291080,11467,6696,2257,0,0,122,3783
291085,808,645,75,0,0,1,86
291090,378,250,109,0,0,1,35
291100,445,315,108,0,0,5,79
291110,1541,986,283,0,0,9,83
291120,990,682,168,0,0,10,183
291125,400,324,3,0,0,0,20
291130,608,388,138,0,0,4,61
291140,651,385,132,0,0,2,89
291150,496,284,157,0,0,1,44
291160,806,461,235,0,0,2,146
291165,578,414,152,0,0,2,43
291170,2173,1029,935,0,0,8,465
291180,1265,852,306,0,1,3,80
291185,665,512,24,0,0,3,85
291190,1576,590,970,0,0,3,195
291200,670,480,60,1,1,2,71
291210,1102,562,208,0,0,11,246
291220,789,430,284,0,0,9,68
291230,981,724,221,0,0,4,108
291240,635,490,47,0,0,2,106
291250,797,442,267,0,0,5,89
291260,254,120,51,0,0,1,18
291270,1073,528,482,0,0,9,142
291280,454,349,66,0,0,5,66
291290,1081,788,162,0,0,7,151
291300,547,372,124,0,0,4,101
291310,742,532,67,0,1,1,104
291320,1003,900,24,1,1,8,180
291330,341,283,12,0,0,3,40
291340,659,337,264,0,0,1,75
291345,884,439,390,0,0,1,44
291350,1252,825,251,0,0,4,155
291360,4839,0,829,1,0,47,1336
291370,1538,1185,265,0,0,10,230
291380,1004,442,143,0,0,4,82
291390,1119,910,96,0,0,13,372
291400,1841,1345,268,0,0,8,461
291410,664,284,359,0,0,1,80
291420,457,308,96,0,0,1,45
291430,795,402,330,0,0,1,48
291440,656,373,212,0,0,4,149
291450,1260,833,368,0,0,3,206
291460,1930,1331,271,0,0,17,353
291465,1511,989,303,0,0,7,192
291470,2532,1452,910,0,1,19,423
291480,5889,0,1341,0,0,56,1578
291490,1439,658,747,1,1,4,99
291500,648,317,288,0,0,6,63
291510,582,478,62,0,0,6,102
291520,816,497,168,0,0,2,82
291530,569,302,197,0,0,3,56
291535,827,353,329,1,0,4,63
291540,628,293,288,0,1,1,37
291550,940,705,175,0,0,5,196
291560,3109,1671,1327,0,0,10,421
291570,482,410,48,0,0,1,54
291580,1102,0,106,0,0,5,158
291590,446,307,47,0,0,2,33
291600,970,590,371,1,1,2,132
291610,1030,513,326,1,1,8,132
291620,634,417,114,0,0,2,86
291630,718,365,311,0,0,1,69
291640,2781,17,879,0,1,23,474
291650,1207,1005,78,0,0,7,161
291660,534,486,0,0,0,3,69
291670,450,355,57,0,0,2,67
291680,1001,828,93,0,0,8,103
291685,618,311,269,0,0,2,108
291690,682,557,67,0,0,6,110
291700,2121,1204,637,0,0,8,240
291710,1251,600,564,0,0,4,127
291720,885,805,36,0,0,7,110
291730,1080,640,371,0,0,7,148
291733,589,411,150,0,0,0,48
291735,513,375,12,0,0,0,49
291740,756,476,225,0,0,2,100
291750,2368,1900,0,0,1,22,537
291760,2015,1251,663,0,0,9,311
291770,1402,937,166,0,0,6,217
291780,857,586,71,0,0,1,85
291790,530,363,99,0,0,0,60
291800,3216,2223,466,0,0,51,1130
291810,1782,1296,363,1,0,5,213
291820,560,325,148,0,0,0,88
291830,749,423,189,1,1,7,107
291835,946,813,42,0,0,4,126
291840,6706,3120,3293,1,0,77,1270
291845,658,275,325,0,0,1,42
291850,715,420,201,0,0,6,103
291855,453,336,69,0,0,1,50
291860,464,330,96,0,0,1,76
291870,359,196,135,0,0,0,24
291875,703,489,38,0,0,1,66
291880,992,540,302,0,0,2,137
291890,326,211,85,0,0,3,32
291900,219,157,15,0,0,0,20
291905,576,407,123,0,0,0,52
291910,472,311,52,0,0,1,47
291915,1184,601,255,0,0,3,169
291920,6898,2346,3312,1,0,39,1175
291930,508,379,72,0,0,3,53
291940,651,335,251,0,0,2,75
291950,1448,870,371,0,0,7,215
291955,2073,1301,616,1,1,23,264
291960,382,262,109,0,0,0,68
291970,990,936,0,0,0,6,96
291980,1746,880,718,0,0,9,243
291990,727,386,289,0,0,1,43
291992,1526,849,130,1,0,5,109
291995,454,212,190,0,0,2,43
292000,489,390,59,0,0,1,46
292010,709,447,103,0,0,4,146
292020,1138,577,548,0,0,2,77
292030,491,287,179,0,0,0,38
292040,533,461,0,0,0,0,92
292045,540,498,19,0,0,1,30
292050,997,712,184,0,0,6,155
292060,1831,1090,424,1,0,12,261
292070,1182,636,463,0,0,2,45
292080,551,444,88,1,1,2,53
292090,788,531,204,0,0,3,77
292100,1817,1200,54,0,1,9,242
292105,656,522,80,0,0,1,61
292110,1136,633,477,0,0,4,161
292120,963,0,60,0,1,4,189
292130,596,298,32,0,0,0,87
292140,1018,717,0,1,1,4,85
292145,369,298,5,0,0,5,42
292150,2276,1643,168,0,0,13,315
292160,411,229,126,0,0,1,44
292170,1475,1050,232,0,0,14,211
292180,548,408,120,0,0,0,93
292190,575,523,12,0,0,2,54
292200,2150,1883,99,0,0,8,195
292205,718,507,151,0,0,4,49
292210,720,545,103,1,1,4,134
292220,367,224,57,0,0,1,46
292225,422,282,93,0,0,2,42
292230,1481,852,412,0,0,9,190
292240,732,626,30,0,0,4,133
292250,1207,731,354,0,0,9,199
292260,922,439,425,0,0,1,61
292265,844,363,443,0,0,2,59
292270,644,526,71,0,0,1,96
292273,464,351,53,0,0,0,54
292275,416,259,135,0,0,0,41
292280,555,409,131,0,0,1,40
292285,515,0,232,0,0,1,44
292290,1037,811,81,0,0,8,181
292300,1623,1289,230,0,0,9,222
292303,505,305,150,0,0,3,61
292305,706,515,0,0,0,1,49
292310,891,699,112,0,0,10,176
292320,760,633,72,0,0,5,142
292330,387,276,70,0,0,1,69
292335,1063,592,155,1,1,4,70
292340,804,658,76,0,0,7,126
292350,369,276,51,0,0,1,57
292360,771,174,546,0,0,3,122
292370,1421,953,397,0,0,8,144
292380,932,751,109,0,0,8,162
292390,588,527,24,0,1,3,60
292400,3787,1248,2188,0,0,35,716
292405,728,488,189,0,0,2,83
292410,362,257,25,0,0,1,48
292420,932,810,25,0,0,1,45
292430,835,501,253,0,0,4,145
292440,1769,1067,509,0,0,12,141
292450,528,309,163,0,0,2,90
292460,1207,828,234,0,0,3,111
292465,519,430,18,0,0,0,66
292467,539,454,60,0,0,3,40
292470,579,424,145,0,0,1,63
292480,634,447,105,0,0,4,131
292490,451,258,170,0,0,2,49
292500,1069,813,220,0,0,7,169
292510,2047,1072,853,0,1,12,327
292520,1410,894,383,0,0,7,213
292525,861,758,31,0,0,6,112
292530,6201,3372,2380,1,1,43,671
292540,834,576,8,0,0,1,44
292550,1482,851,533,1,0,4,147
292560,747,273,407,0,0,2,87
292570,564,270,274,0,0,5,82
292575,1231,715,486,0,0,9,147
292580,1176,997,102,0,0,2,128
292590,1363,863,417,0,0,5,157
292593,553,431,0,0,0,0,38
292595,954,761,97,0,0,3,153
292600,2022,945,889,0,0,9,207
292610,820,581,207,0,0,0,66
292620,1059,986,5,0,0,8,154
292630,1120,772,170,1,1,3,242
292640,1500,843,490,0,0,7,175
292650,931,513,287,0,0,1,76
292660,2127,1362,370,0,0,10,319
292665,565,511,0,0,0,2,36
292670,409,327,39,1,0,0,112
292680,724,692,12,0,0,2,73
292690,635,439,159,0,0,1,64
292700,2001,1155,741,1,1,10,261
292710,604,356,205,0,0,0,53
292720,1343,446,842,0,0,13,263
292730,916,454,428,0,1,3,98
292740,21481,18383,916,1,1,544,16467
292750,770,543,160,0,0,0,162
292760,842,618,202,1,1,4,87
292770,1434,851,411,0,0,6,156
292780,397,333,0,0,0,1,39
292790,412,312,42,0,0,4,91
292800,1360,0,415,0,0,9,227
292805,724,493,203,0,0,3,90
292810,1809,1202,458,0,0,10,220
292820,1096,895,94,0,0,3,88
292830,402,318,66,0,0,1,57
292840,1331,748,420,0,0,12,151
292850,624,307,278,0,0,1,74
292860,2531,1016,1171,0,0,15,393
292870,2615,1687,547,0,0,17,580
292880,1690,1237,258,0,0,10,353
292890,1941,942,731,0,0,12,99
292895,410,308,62,0,0,2,59
292900,831,539,198,0,0,0,88
292905,645,472,80,0,0,5,74
292910,1035,518,284,0,0,1,130
292920,5368,1396,1087,0,0,4,207
292925,1024,642,290,0,0,8,95
292930,863,815,13,0,0,6,201
292935,495,294,186,0,0,2,52
292937,566,459,7,0,0,0,55
292940,648,335,207,0,0,4,68
292950,1858,1063,638,0,0,7,272
292960,1140,562,441,0,0,4,109
292970,1038,692,203,0,0,2,101
292975,844,250,497,0,0,1,81
292980,631,0,15,0,1,0,86
292990,1170,777,225,0,0,6,235
293000,578,395,101,0,0,1,57
293010,2044,1857,5,0,0,22,581
293015,1637,1417,103,0,0,10,166
293020,1952,1385,191,1,1,4,144
293030,969,926,0,1,1,5,74
293040,747,439,210,0,0,4,136
293050,3026,2109,210,0,0,18,496
293060,668,575,10,0,0,4,83
293070,4456,1868,727,0,0,22,751
293075,777,496,224,0,0,5,50
293076,662,545,31,0,0,3,59
293077,1343,557,687,0,0,2,128
293080,674,498,137,0,0,3,89
293090,698,336,323,0,0,1,59
293100,938,398,508,0,0,4,102
293105,710,469,203,0,0,0,102
293110,341,157,148,0,0,1,64
293120,1021,419,558,0,0,3,78
293130,718,554,92,0,1,4,76
293135,5172,3314,1606,1,1,23,878
293140,426,185,217,0,0,0,72
293150,1117,746,333,0,0,5,116
293160,839,701,42,0,0,0,65
293170,689,418,201,0,0,4,94
293180,729,554,105,0,0,5,150
293190,2335,2123,145,0,0,13,326
293200,1151,801,264,0,0,4,111
293210,883,563,241,0,0,3,115
293220,1394,672,670,0,1,7,154
293230,1027,800,28,0,0,3,154
293240,578,440,76,0,0,5,88
293245,1070,644,340,0,0,2,43
293250,955,763,129,1,1,4,154
293260,547,374,132,0,0,0,89
293270,1131,395,602,0,1,5,153
293280,965,891,6,0,0,2,113
293290,2557,1793,634,0,0,26,543
293300,1507,322,644,0,0,6,139
293305,799,395,218,0,0,2,96
293310,452,302,60,0,0,1,59
293315,579,504,16,0,0,2,64
293317,423,275,95,0,0,1,62
293320,1592,980,328,1,0,6,293
293325,429,270,120,0,0,2,45
293330,8190,6433,1566,0,0,71,2061
293340,422,323,11,0,0,3,45
293345,735,576,145,0,1,3,47
293350,1389,878,422,0,0,3,90
293360,2325,1458,577,1,0,9,260
310010,342,263,43,0,0,0,46
310020,855,498,331,1,1,2,175
310030,582,476,40,0,1,4,84
310040,242,183,45,1,1,0,21
310050,417,189,166,0,1,3,58
310060,457,351,67,0,0,0,81
310070,177,0,17,1,0,0,12
310080,387,296,65,0,0,1,26
310090,692,298,353,1,1,6,146
310100,527,334,182,0,0,3,72
310110,1073,624,386,1,1,6,198
310120,262,163,79,0,0,1,57
310130,193,134,43,1,1,1,27
310140,215,208,0,1,1,2,13
310150,1243,779,366,1,0,5,314
310160,2375,1364,702,1,1,8,545
310163,245,156,56,0,0,0,40
310170,1402,1034,347,1,0,9,290
310180,403,219,165,0,0,2,50
310190,592,381,166,1,1,1,126
310200,588,253,291,1,1,2,110
310205,303,252,19,1,1,2,38
310210,463,285,149,1,1,1,117
310220,280,16,244,1,1,1,29
310230,520,398,96,1,1,1,99
310240,394,260,69,0,0,0,20
310250,239,147,72,1,1,0,48
310260,1145,768,300,1,0,3,299
310270,463,178,256,0,0,1,61
310280,472,287,146,0,0,1,100
310285,328,261,51,0,0,2,39
310290,428,273,133,1,1,0,80
310300,531,330,142,0,1,1,73
310310,158,88,34,0,1,0,11
310320,364,235,87,1,1,1,19
310330,204,173,20,1,0,1,10
310340,1145,488,589,1,1,9,283
310350,2699,277,0,1,0,20,852
310360,293,205,79,0,0,0,19
310370,266,137,116,0,0,0,42
310375,703,518,94,1,1,1,40
310380,264,236,0,0,0,0,15
310390,484,371,82,1,1,1,52
310400,4081,2412,1177,1,0,15,690
310410,432,285,123,1,1,1,72
310420,893,478,275,1,1,3,278
310430,458,372,72,1,0,0,118
310440,201,169,26,1,1,0,24
310445,255,159,46,0,0,0,27
310450,715,409,276,1,0,1,86
310460,543,152,362,0,1,3,94
310470,326,318,0,1,0,2,92
310480,229,103,116,1,0,0,34
310490,723,685,2,0,1,1,139
310500,410,235,146,0,1,1,68
310510,734,222,462,0,1,2,186
310520,267,186,63,0,0,1,36
310530,210,127,73,0,0,0,43
310540,1158,847,248,1,1,4,166
310550,344,338,0,0,1,0,45
310560,2507,1228,1174,1,1,17,916
310570,249,183,59,1,1,0,42
310590,953,411,473,0,1,3,150
310600,391,0,96,1,1,1,62
310610,250,127,103,1,1,1,22
310620,42987,32013,3747,1,0,323,15143
310630,1093,871,172,0,1,3,142
310640,530,291,221,0,0,0,57
310650,431,212,192,0,0,0,67
310660,277,193,78,0,0,8,38
310665,335,156,155,0,1,1,26
310670,13909,11365,6,1,1,77,2197
310680,236,162,60,0,0,0,24
310690,719,230,414,1,1,2,128
310700,212,105,66,1,1,0,19
310710,1441,874,0,0,1,12,294
310720,320,65,218,0,1,1,29
310730,1722,903,719,1,1,9,333
310740,1450,822,528,1,1,8,310
310750,408,374,8,1,1,0,51
310760,302,216,46,1,1,0,19
310770,284,177,81,1,0,1,45
310780,430,296,80,1,1,0,96
310790,393,280,92,1,0,0,80
310800,571,432,13,0,0,5,159
310810,229,177,36,1,1,0,52
310820,314,235,42,1,1,0,44
310825,431,225,181,0,0,2,51
310830,622,451,141,0,0,2,131
310840,515,455,1,1,1,2,123
310850,288,200,42,0,0,1,30
310855,442,284,114,1,1,2,52
310860,1240,881,283,0,0,4,201
310870,240,218,0,1,1,2,39
310880,257,166,70,0,1,1,31
310890,459,365,51,0,0,0,106
310900,2702,1483,991,0,0,6,212
310910,352,233,87,0,0,2,72
310920,406,227,120,1,0,1,72
310925,260,160,85,0,0,0,20
310930,1220,690,459,0,0,4,139
310940,1036,554,424,1,0,3,96
310945,469,369,77,0,0,1,32
310950,522,327,151,1,0,3,87
310960,267,110,105,0,0,0,41
310970,419,170,148,1,0,3,72
310980,526,416,75,1,1,0,21
310990,398,252,107,1,1,1,59
311000,1195,18,221,0,0,6,289
311010,354,249,64,1,1,0,35
311020,250,202,21,1,1,0,26
311030,365,260,51,1,1,1,125
311040,209,192,8,1,1,0,28
311050,975,574,336,1,1,2,133
311060,884,875,0,1,1,4,234
311070,461,343,84,1,1,3,101
311080,384,205,142,0,0,1,29
311090,518,299,174,0,0,3,108
311100,748,531,203,1,1,0,153
311110,650,1,224,1,1,2,122
311115,270,210,37,0,0,0,19
311120,1457,476,0,0,0,7,453
311130,496,403,6,1,1,3,107
311140,459,298,142,1,1,2,38
311150,960,646,271,1,1,2,88
311160,968,876,16,1,1,5,177
311170,231,148,70,1,1,1,27
311180,619,324,251,1,1,2,57
311190,278,254,0,0,1,0,41
311200,531,363,121,0,0,2,113
311205,322,280,29,0,0,1,36
311210,277,196,67,1,1,2,22
311220,273,264,2,1,1,0,41
311230,1145,755,340,0,0,2,196
311240,241,161,67,1,1,0,49
311250,395,198,165,0,0,1,61
311260,695,440,179,1,1,0,98
311265,402,293,80,1,1,0,41
311270,800,381,368,1,1,3,82
